time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-09-15T03:09:14.130Z,43.7767,15.7401,10,4.2,mb,,33,1.892,0.79,us,us2000hg34,2018-11-21T18:19:13.040Z,"2km N of Tribunj, Croatia",earthquake,5.6,2,0.215,6,reviewed,us,us
2018-09-07T20:35:05.340Z,43.4875,17.1967,10,4.1,mb,,24,1.847,0.8,us,us2000hang,2018-11-14T17:40:18.040Z,"4km NNW of Imotski, Croatia",earthquake,4.7,2,0.174,11,reviewed,us,us
2018-09-07T05:44:53.090Z,43.0372,13.5258,10,2.6,ml,,175,0.142,0.31,us,us2000haag,2018-11-14T17:40:17.040Z,"3km NE of Santa Vittoria in Matenano, Italy",earthquake,2,2,,,reviewed,us,rom
2018-09-05T07:27:16.630Z,54.6923,58.0189,10,4.2,mb,,65,1.768,1.36,us,us2000h8l7,2018-11-14T17:40:13.040Z,"13km WSW of Katav-Ivanovsk, Russia",earthquake,4.9,2,0.1,28,reviewed,us,us
2018-09-04T22:58:19.650Z,54.8078,57.9778,10,5,mww,,19,1.658,0.56,us,us2000h8g8,2018-11-14T17:40:13.040Z,"15km WNW of Katav-Ivanovsk, Russia",earthquake,5.1,1.7,0.075,17,reviewed,us,us
2018-08-31T12:21:27.000Z,42.932,77.6741,10,4.7,mb,,62,0.687,0.63,us,us2000h5y1,2018-11-07T18:37:07.040Z,"50km SSE of Esik, Kazakhstan",earthquake,4.6,1.9,0.069,65,reviewed,us,us
2018-08-30T03:33:04.490Z,44.0338,16.5789,10,4.2,mwr,,19,2.359,0.87,us,us2000h57f,2018-11-07T18:37:06.040Z,"21km W of Glamoc, Bosnia and Herzegovina",earthquake,5.7,1.9,0.052,36,reviewed,us,us
2018-08-22T14:52:45.340Z,45.715,26.7377,132.62,4,mwr,,30,0.228,0.65,us,us1000gfg4,2018-11-01T17:50:54.040Z,"1km E of Nereju, Romania",earthquake,4.8,4.7,0.91,24,reviewed,us,buc
2018-08-21T00:33:46.640Z,44.8565,10.6829,19.85,4.1,mb,,41,0.279,0.97,us,us1000gea2,2018-11-01T17:50:52.040Z,"3km WNW of Novellara, Italy",earthquake,5,7.6,0.3,3,reviewed,us,us
2018-08-17T01:25:11.700Z,48.914,18.1845,6.9,2.8,ml,,82,0.96,0.5,us,us1000gb95,2018-10-27T16:22:04.040Z,"1km ENE of Trencianske Teplice, Slovakia",earthquake,4.7,7.3,0.074,24,reviewed,us,us
2018-08-15T20:06:31.250Z,44.2667,17.8604,10,3.5,ml,,41,2.101,1.09,us,us1000ga0t,2018-10-27T16:22:03.040Z,"6km N of Lokvine, Bosnia and Herzegovina",earthquake,5.2,1.6,0.052,48,reviewed,us,us
2018-08-11T03:30:39.570Z,46.2792,13.1132,8.25,4.2,mb,,51,0.28,0.83,us,us1000g6rp,2018-10-17T18:11:45.040Z,"2km W of Gemona del Friuli, Italy",earthquake,6,1.2,0.371,2,reviewed,us,us
2018-07-26T17:29:01.360Z,43.9987,77.8953,29.34,3.8,mb,,66,1.542,0.92,us,us2000gejz,2018-10-09T16:43:19.040Z,"40km S of Saryozek, Kazakhstan",earthquake,3.3,8.9,0.208,6,reviewed,us,us
2018-07-20T03:31:30.670Z,51.5725,16.177,10,4.9,mb,,13,1.997,0.98,us,us2000g9is,2018-10-04T14:15:30.040Z,"3km SSE of Grebocice, Poland",earthquake,5.8,1.8,0.047,145,reviewed,us,us
2018-07-09T06:06:04.090Z,42.6819,18.231,10,2.9,ml,,62,0.801,0.74,us,us2000g0p1,2018-10-02T16:40:31.040Z,"7km NE of Cibaca, Croatia",earthquake,3.1,2,0.071,26,reviewed,us,us
2018-07-03T19:38:49.240Z,51.5582,16.1632,9.02,4.4,mb,,32,1.988,1.35,us,us2000fw7c,2018-09-27T14:03:39.040Z,"4km S of Grebocice, Poland",earthquake,4,4.9,0.086,40,reviewed,us,us
